hour_of_day	day_of_week	is_weekend	review_length	user_elite	city	category	price_range	context_id
night	5	1	long	1	Saint Petersburg	Bars	2	9016
night	5	1	long	1	Clayton	Bars	2	9017
night	5	1	long	1	Reno	Burgers	2	9018
night	2	0	long	1	New Hope	Restaurants	2	9019
night	5	1	long	1	Gretna	Food	2	9020
morning	4	0	medium	1	Saint Louis	Food	1	9021
afternoon	6	1	medium	0	Reno	Food	2	9022
evening	0	0	long	1	Clayton	Food	2	9023
night	1	0	medium	1	New Orleans	Barbeque	2	9024
afternoon	3	0	long	1	Indianapolis	Bars	1	9025
night	0	0	medium	1	Reno	Food	1	9026
afternoon	3	0	medium	1	King of Prussia	Restaurants	1	9027
afternoon	4	0	short	0	Tampa	Restaurants	3	9028
evening	3	0	long	0	Tucson	Restaurants	2	9029
evening	1	0	long	1	Saint Louis	Piano Bars	1	9030
night	1	0	medium	1	Willow Grove	Restaurants	1	9031
evening	3	0	long	0	Cherry Hill	Restaurants	2	9032
night	2	0	long	1	Yardley	Food	3	9033
evening	1	0	long	1	Tucson	Bars	2	9034
evening	0	0	long	1	Exton	Restaurants	2	9035
night	2	0	long	1	Saint Louis	Restaurants	1	9036
afternoon	2	0	medium	1	Newtown	Coffee & Tea	2	9037
night	2	0	long	1	Metairie	Coffee & Tea	1	9038
night	1	0	short	0	Philadelphia	Juice Bars & Smoothies	1	9039
evening	2	0	long	1	Meridian	Restaurants	1	9040
night	1	0	short	1	Brandon	Coffee & Tea	1	9041
afternoon	1	0	long	1	Edmonton	Food	2	9042
afternoon	2	0	medium	1	Clearwater	Restaurants	2	9043
afternoon	1	0	long	1	St. Louis	Bars	2	9044
afternoon	3	0	long	0	Haddonfield	Food	2	9045
morning	2	0	long	1	Yardley	Food	3	9046
afternoon	0	0	long	1	Saint Petersburg	Restaurants	1	9047
afternoon	5	1	long	1	Clayton	Restaurants	2	9048
night	4	0	medium	1	Philadelphia	Food	3	9049
night	1	0	long	1	St Louis	Restaurants	2	9050
afternoon	3	0	long	1	Metairie	Restaurants	1	9051
night	1	0	long	1	Tarpon Springs	Food	2	9052
night	5	1	long	1	King Of Prussia	Restaurants	4	9053
afternoon	6	1	long	1	Indianapolis	Pizza	2	9054
afternoon	6	1	long	1	Ardmore	Restaurants	2	9055
afternoon	4	0	short	0	Tampa	Burgers	2	9056
evening	5	1	short	0	New Orleans	Bars	1	9057
evening	0	0	long	1	Tampa	Barbeque	2	9058
afternoon	5	1	medium	1	Nashville	Bars	1	9059
afternoon	2	0	medium	1	Saint Louis	Piano Bars	1	9060
evening	4	0	long	1	Tucson	Burgers	1	9061
afternoon	0	0	medium	1	Saint Louis	Bars	1	9062
afternoon	2	0	medium	1	Wayne	Food	2	9063
evening	5	1	medium	1	Tampa	Restaurants	2	9064
evening	6	1	long	0	Meridian	Food	1	9065
afternoon	0	0	long	1	Boise	Bars	2	9066
evening	2	0	medium	1	Goleta	Fast Food	2	9067
evening	3	0	long	1	Tampa	Restaurants	2	9068
evening	5	1	short	0	Tampa	Sushi Bars	2	9069
evening	3	0	medium	1	Goleta	Restaurants	1	9070
evening	0	0	long	1	King of Prussia	Restaurants	1	9071
night	1	0	medium	1	Bala Cynwyd	Juice Bars & Smoothies	2	9072
night	3	0	long	1	Santa Barbara	Sushi Bars	3	9073
afternoon	3	0	long	1	Nashville	Breakfast & Brunch	1	9074
night	2	0	long	0	Dunedin	Restaurants	1	9075
evening	6	1	long	1	Tucson	Restaurants	3	9076
evening	0	0	long	1	Meridian	Restaurants	1	9077
evening	2	0	long	1	Reno	Coffee & Tea	2	9078
night	1	0	short	0	Santa Barbara	Coffee & Tea	2	9079
afternoon	1	0	long	1	Abington	Restaurants	2	9080
morning	2	0	medium	1	Philadelphia	Restaurants	2	9081
night	6	1	long	0	Philadelphia	Burgers	2	9082
night	2	0	short	1	Tucson	Coffee & Tea	1	9083
afternoon	0	0	long	1	Edwardsville	Restaurants	2	9084
afternoon	0	0	long	1	Philadelphia	Wine Bars	2	9085
morning	1	0	long	1	O Fallon	Restaurants	1	9086
night	5	1	long	1	Tucson	Bars	2	9087
evening	3	0	medium	1	Brandon	Food	2	9088
night	3	0	short	0	Saint Louis	Restaurants	2	9089
night	3	0	long	0	Edmonton	Food	1	9090
afternoon	5	1	long	1	Sparks	Food	2	9091
afternoon	6	1	medium	0	Arnold	Burgers	2	9092
evening	3	0	short	1	New Orleans	Restaurants	2	9093
night	6	1	medium	0	Philadelphia	Whiskey Bars	2	9094
night	0	0	long	1	Nashville	Cafes	2	9095
morning	2	0	medium	0	Philadelphia	Barbers	1	9096
afternoon	3	0	short	1	Cherry Hill	Restaurants	2	9097
evening	3	0	medium	1	Creve Coeur	Food	1	9098
afternoon	5	1	long	1	Newtown	Breakfast & Brunch	2	9099
night	5	1	long	1	New Orleans	Bars	2	9100
night	5	1	medium	1	Indianapolis	Restaurants	2	9101
night	1	0	long	1	Edmonton	Specialty Food	2	9102
morning	1	0	long	1	Media	Restaurants	2	9103
evening	3	0	long	1	Tucson	Sports Bars	2	9104
afternoon	5	1	medium	0	Indianapolis	Food	1	9105
afternoon	6	1	short	1	Ballwin	Wine Bars	2	9106
morning	0	0	long	1	Medford	Food	2	9107
evening	2	0	long	1	Edmonton	Tapas Bars	2	9108
afternoon	1	0	long	0	Edmonton	Bars	2	9109
morning	1	0	long	1	St Charles	Restaurants	1	9110
afternoon	2	0	long	1	Reno	Burgers	2	9111
afternoon	3	0	long	1	Philadelphia	Cafes	1	9112
afternoon	4	0	medium	1	Indianapolis	Breakfast & Brunch	2	9113
night	2	0	long	1	Mooresville	Restaurants	2	9114
afternoon	5	1	short	0	Philadelphia	Cocktail Bars	3	9115
evening	5	1	medium	0	Reno	Restaurants	2	9116
evening	5	1	short	1	Oro Valley	Juice Bars & Smoothies	1	9117
night	0	0	long	1	Chester Springs	Food	2	9118
evening	3	0	long	1	Palm Harbor	Bars	2	9119
night	6	1	medium	1	Oro Valley	Restaurants	2	9120
afternoon	5	1	long	1	Mooresville	Restaurants	2	9121
afternoon	3	0	long	1	Boise	Breakfast & Brunch	2	9122
night	0	0	long	1	St Petersburg	Wine Bars	2	9123
afternoon	1	0	long	0	Edmonton	Food	2	9124
afternoon	2	0	medium	1	St. Louis	Specialty Food	1	9125
night	3	0	medium	1	Norristown	Food	2	9126
afternoon	2	0	short	0	Tampa	Burgers	2	9127
evening	4	0	short	1	Nashville	Restaurants	3	9128
evening	3	0	long	1	Folsom	Burgers	1	9129
evening	0	0	long	1	Sparks	Pizza	2	9130
evening	4	0	medium	0	Reno	Bars	2	9131
night	0	0	long	1	Ewing	Restaurants	1	9132
night	5	1	long	0	Philadelphia	Restaurants	1	9133
evening	4	0	long	1	Philadelphia	Coffee & Tea	2	9134
morning	3	0	long	1	Tampa	Bars	2	9135
afternoon	1	0	short	1	Moorestown	Restaurants	1	9136
afternoon	4	0	medium	1	Tampa	Juice Bars & Smoothies	2	9137
afternoon	4	0	long	0	Franklin	Restaurants	2	9138
afternoon	2	0	long	1	Saint Louis	Cafes	2	9139
evening	1	0	short	0	Medford	Food	2	9140
night	5	1	medium	0	Tucson	Restaurants	2	9141
night	5	1	long	1	Sparks	Restaurants	2	9142
afternoon	3	0	long	0	Philadelphia	Burgers	2	9143
afternoon	2	0	long	1	New Orleans	Barbeque	2	9144
night	2	0	medium	1	Marlton	Burgers	2	9145
night	6	1	long	1	Philadelphia	Pizza	1	9146
night	4	0	long	0	Edmonton	Restaurants	2	9147
evening	5	1	medium	1	St Louis	Specialty Food	1	9148
evening	4	0	long	1	Santa Barbara	Breakfast & Brunch	2	9149
afternoon	3	0	medium	1	Wilmington	Specialty Food	2	9150
evening	3	0	long	1	Wesley Chapel	Bars	2	9151
evening	0	0	long	1	Tampa	Pizza	2	9152
evening	3	0	medium	1	Tucson	Burgers	2	9153
afternoon	5	1	long	1	Conshohocken	Restaurants	2	9154
afternoon	3	0	long	1	Havertown	Food	3	9155
night	6	1	medium	1	Santa Barbara	Restaurants	2	9156
afternoon	1	0	long	1	Tampa	Specialty Food	2	9157
morning	4	0	medium	1	Wilmington	Restaurants	2	9158
evening	4	0	long	0	Saint Louis	Burgers	1	9159
afternoon	5	1	long	1	New Orleans	Bars	1	9160
afternoon	6	1	long	1	Reno	Bars	1	9161
evening	3	0	long	0	Reno	Food	1	9162
evening	6	1	long	0	Boise	Restaurants	2	9163
evening	6	1	long	1	Bryn Mawr	Pizza	2	9164
night	0	0	long	0	Reno	Burgers	2	9165
night	1	0	long	1	Zionsville	Wine Bars	2	9166
night	1	0	long	1	Stratford	Restaurants	1	9167
evening	2	0	long	0	Sparks	Restaurants	2	9168
afternoon	4	0	long	1	Palm Harbor	Pizza	2	9169
night	6	1	long	1	Edmonton	Food	2	9170
afternoon	2	0	long	1	Tampa	Bars	2	9171
evening	6	1	long	1	Springfield	Restaurants	2	9172
afternoon	1	0	long	1	Tampa	Food	2	9173
night	6	1	long	1	Saint Louis	Bars	2	9174
night	4	0	medium	1	Spring Hill	Ethnic Food	1	9175
afternoon	4	0	medium	1	Penns Grove	Restaurants	1	9176
afternoon	3	0	long	0	Belleville	Restaurants	1	9177
afternoon	1	0	long	1	Tucson	Sushi Bars	2	9178
afternoon	0	0	long	1	Brandon	Restaurants	2	9179
night	5	1	long	1	Philadelphia	Specialty Food	2	9180
evening	1	0	medium	1	Philadelphia	Burgers	2	9181
evening	1	0	medium	1	Tampa	Bars	2	9182
evening	0	0	medium	1	Bala Cynwyd	Juice Bars & Smoothies	2	9183
evening	1	0	long	1	King Of Prussia	Restaurants	4	9184
afternoon	1	0	short	1	Philadelphia	Bars	2	9185
night	6	1	medium	1	Saint Louis	Dive Bars	1	9186
night	5	1	long	1	Norristown	Restaurants	2	9187
evening	4	0	long	1	New Orleans	Cafes	2	9188
morning	1	0	long	1	Reno	Bars	2	9189
afternoon	4	0	medium	1	Tucson	Restaurants	2	9190
afternoon	4	0	medium	1	Saint Charles	Food	2	9191
night	1	0	medium	1	Franklin	Pizza	1	9192
afternoon	0	0	long	0	Philadelphia	Wine Bars	2	9193
evening	5	1	short	0	Phoenixville	Food	1	9194
afternoon	2	0	medium	1	Haddonfield	Specialty Food	2	9195
morning	1	0	long	1	Tampa	Food	1	9196
afternoon	1	0	medium	1	Wayne	Cafes	2	9197
night	0	0	short	1	Tampa	Ethnic Food	1	9198
evening	4	0	long	1	Belleville	Bars	2	9199
evening	2	0	medium	1	Tampa	Food	1	9200
evening	5	1	long	1	Santa Barbara	Live/Raw Food	2	9201
night	4	0	long	1	Nashville	Food	1	9202
night	5	1	long	1	Plainfield	Restaurants	2	9203
afternoon	0	0	long	1	New Orleans	Fast Food	1	9204
evening	6	1	long	1	Clayton	Restaurants	2	9205
night	2	0	medium	1	Edmonton	Tapas Bars	2	9206
morning	2	0	long	1	Smyrna	Restaurants	2	9207
night	4	0	medium	1	Tampa	Food	2	9208
morning	2	0	long	0	Reno	Bars	2	9209
evening	4	0	long	1	Saint Louis	Tapas Bars	2	9210
evening	0	0	medium	1	Indianapolis	Food	1	9211
night	3	0	long	1	Drexel Hill	Restaurants	2	9212
night	6	1	medium	1	Tucson	Food	1	9213
evening	4	0	medium	1	Philadelphia	Coffee & Tea	1	9214
afternoon	5	1	medium	1	Tucson	Restaurants	3	9215
evening	5	1	long	1	St Petersburg	Wine Bars	2	9216
evening	5	1	long	1	Clayton	Food	1	9217
morning	4	0	long	1	Saint Louis	Bars	1	9218
evening	5	1	medium	1	Indian Rocks Beach	Restaurants	2	9219
evening	1	0	medium	0	Isla Vista	Food	1	9220
evening	6	1	long	0	Lutz	Comfort Food	2	9221
afternoon	6	1	medium	0	Tampa	Food	2	9222
afternoon	1	0	long	0	Santa Barbara	Coffee & Tea	2	9223
evening	2	0	long	1	Nashville	Cafes	1	9224
night	1	0	long	1	Philadelphia	Cocktail Bars	3	9225
night	0	0	short	0	Tampa	Restaurants	1	9226
night	1	0	medium	1	Reno	Restaurants	1	9227
morning	4	0	long	1	South Pasadena	Burgers	2	9228
afternoon	3	0	long	1	Indianapolis	Restaurants	3	9229
evening	0	0	medium	0	Metairie	Restaurants	2	9230
afternoon	3	0	long	1	Indianapolis	Restaurants	1	9231
night	1	0	long	0	St. Louis	Specialty Food	1	9232
afternoon	5	1	medium	1	Tampa	Restaurants	3	9233
night	1	0	medium	1	Philadelphia	Coffee & Tea	1	9234
night	4	0	long	1	Philadelphia	Bars	3	9235
morning	0	0	long	1	Tampa	Breakfast & Brunch	2	9236
night	0	0	long	1	Metairie	Specialty Food	3	9237
afternoon	0	0	long	1	Reno	Bars	1	9238
night	1	0	short	0	Santa Barbara	Restaurants	3	9239
evening	6	1	long	1	Saint Louis	Cafes	2	9240
afternoon	2	0	long	1	Collingswood	Restaurants	2	9241
night	6	1	long	1	Saint Louis	Piano Bars	1	9242
afternoon	5	1	long	1	New Orleans	Restaurants	3	9243
afternoon	1	0	long	1	Tampa	Restaurants	4	9244
afternoon	1	0	medium	1	Oldsmar	Food	1	9245
evening	1	0	long	1	Hatboro	Food	1	9246
evening	3	0	long	1	New Orleans	Cocktail Bars	2	9247
afternoon	3	0	short	0	Haddonfield	Food	2	9248
afternoon	4	0	medium	1	Nashville	Coffee & Tea	2	9249
afternoon	0	0	medium	1	Indianapolis	Burgers	2	9250
evening	2	0	long	0	Tucson	Specialty Food	2	9251
evening	2	0	short	1	Saint Louis	Restaurants	1	9252
morning	6	1	medium	1	Indianapolis	Restaurants	3	9253
evening	5	1	long	1	St. Louis	Pizza	2	9254
evening	5	1	short	0	New Orleans	Bars	2	9255
night	0	0	short	0	Reno	Bars	1	9256
afternoon	3	0	long	1	Boise	Food	3	9257
evening	3	0	medium	0	New Orleans	Juice Bars & Smoothies	1	9258
evening	4	0	medium	1	Philadelphia	Food Trucks	1	9259
evening	0	0	long	1	Philadelphia	Bars	4	9260
afternoon	5	1	medium	1	St. Louis	Breakfast & Brunch	2	9261
evening	2	0	short	1	Santa Barbara	Live/Raw Food	2	9262
evening	3	0	short	1	New Orleans	Breakfast & Brunch	2	9263
afternoon	3	0	medium	1	Brentwood	Food	1	9264
evening	0	0	long	1	Tarpon Springs	Food	2	9265
afternoon	0	0	long	1	Edmonton	Food	2	9266
night	1	0	long	1	Goleta	Food	2	9267
afternoon	6	1	long	0	Boise	Bars	1	9268
night	2	0	long	1	St. Louis	Restaurants	2	9269
morning	3	0	long	1	Nashville	Breakfast & Brunch	1	9270
night	6	1	medium	1	Saint Louis	Burgers	2	9271
afternoon	4	0	long	1	Boise	Burgers	2	9272
afternoon	6	1	medium	1	Reno	Bars	2	9273
night	5	1	short	1	Nashville	Restaurants	1	9274
evening	0	0	long	1	Saint Louis	Coffee & Tea	2	9275
afternoon	0	0	medium	1	Sparks	Specialty Food	2	9276
afternoon	3	0	long	1	Saint Louis	Coffee & Tea	2	9277
evening	0	0	long	1	Boise	Specialty Food	1	9278
night	4	0	long	1	Franklin	Barbeque	2	9279
night	6	1	long	1	Wood River	Barbeque	2	9280
evening	0	0	long	1	Audubon	Barbeque	2	9281
evening	6	1	medium	1	Media	Restaurants	2	9282
morning	2	0	short	1	Philadelphia	Pizza	1	9283
evening	0	0	short	1	Tampa	Restaurants	2	9284
evening	0	0	short	0	New Orleans	Restaurants	2	9285
night	5	1	long	1	Tucson	Sports Bars	2	9286
night	3	0	long	1	Boothwyn	Food	2	9287
evening	3	0	medium	1	Metairie	Specialty Food	2	9288
night	0	0	long	0	Reno	Breakfast & Brunch	2	9289
evening	2	0	long	1	Clearwater	Restaurants	2	9290
evening	6	1	long	0	Tucson	Restaurants	1	9291
afternoon	2	0	medium	1	Marana	Food	1	9292
night	6	1	long	0	Nashville	Bars	2	9293
afternoon	6	1	medium	1	Media	Restaurants	2	9294
afternoon	0	0	long	1	New Orleans	Restaurants	1	9295
night	1	0	long	1	Franklin	Barbeque	2	9296
night	3	0	medium	1	Indianapolis	Bars	3	9297
afternoon	6	1	long	0	Reno	Restaurants	1	9298
night	6	1	long	0	Willow Grove	Burgers	1	9299
afternoon	1	0	medium	1	Saint Louis	Food	2	9300
evening	0	0	medium	1	Tucson	Bars	2	9301
night	1	0	medium	1	Saint Petersburg	Food	2	9302
evening	0	0	long	1	Langhorne	Restaurants	2	9303
afternoon	0	0	long	1	Tampa	Breakfast & Brunch	2	9304
evening	6	1	long	1	Santa Barbara	Tapas Bars	2	9305
evening	0	0	long	1	Langhorne	Burgers	2	9306
afternoon	2	0	medium	1	New Orleans	Food	2	9307
evening	5	1	medium	1	Boise	Restaurants	2	9308
evening	2	0	medium	1	Brandon	Food	1	9309
evening	6	1	medium	1	Tucson	Barbers	2	9310
evening	2	0	medium	1	Reno	Restaurants	1	9311
afternoon	6	1	long	1	Philadelphia	Fast Food	2	9312
night	1	0	long	1	Saint Louis	Dive Bars	1	9313
evening	5	1	medium	1	Mooresville	Restaurants	2	9314
night	6	1	medium	1	Tampa	Restaurants	1	9315
evening	6	1	short	1	Santa Barbara	Coffee & Tea	2	9316
evening	4	0	medium	1	Nashville	Bars	1	9317
night	6	1	short	0	Nashville	Restaurants	1	9318
morning	5	1	long	1	Voorhees Township	Cafes	2	9319
afternoon	2	0	long	1	Santa Barbara	Food	2	9320
evening	6	1	short	1	Tampa	Restaurants	1	9321
night	5	1	medium	1	Marrero	Food	1	9322
afternoon	1	0	long	1	New Orleans	Pizza	2	9323
evening	1	0	short	1	Saint Louis	Restaurants	2	9324
evening	1	0	medium	0	St. Louis	Fast Food	1	9325
night	2	0	medium	1	Nashville	Barbeque	2	9326
evening	5	1	long	1	Goleta	Restaurants	1	9327
afternoon	0	0	short	1	Haddonfield	Food	2	9328
afternoon	1	0	long	1	Ardmore	Restaurants	2	9329
night	2	0	medium	1	Philadelphia	Cafes	1	9330
evening	6	1	long	1	Philadelphia	Dive Bars	2	9331
evening	6	1	long	1	St. Louis	Restaurants	2	9332
afternoon	5	1	long	1	Tampa	Sports Bars	1	9333
night	4	0	long	1	Santa Barbara	Wine Bars	2	9334
evening	5	1	long	1	Tampa	Burgers	1	9335
afternoon	3	0	long	1	Edwardsville	Restaurants	2	9336
afternoon	5	1	long	1	Franklin	Bars	3	9337
night	6	1	long	1	Plymouth Meeting	Restaurants	2	9338
afternoon	0	0	long	1	Tampa	Coffee & Tea	1	9339
afternoon	1	0	long	1	Norristown	Restaurants	2	9340
afternoon	1	0	long	1	Santa Barbara	Food	2	9341
night	3	0	medium	1	Edwardsville	Restaurants	2	9342
evening	2	0	long	1	St Charles	Food	1	9343
afternoon	0	0	medium	0	Eagle	Restaurants	2	9344
afternoon	0	0	long	1	Warminster	Food	2	9345
night	6	1	short	1	Creve Coeur	Restaurants	2	9346
morning	6	1	long	1	Sewell	Restaurants	1	9347
afternoon	1	0	long	1	Phoenixville	Restaurants	3	9348
evening	5	1	short	0	Malvern	Restaurants	2	9349
evening	1	0	short	1	Oaks	Pizza	1	9350
afternoon	2	0	medium	1	Meridian	Restaurants	2	9351
evening	4	0	short	0	New Orleans	Bars	3	9352
night	0	0	long	1	Chalfont	Pizza	1	9353
afternoon	4	0	long	1	Washington Crossing	Restaurants	2	9354
afternoon	0	0	medium	1	Malvern	Restaurants	1	9355
evening	0	0	medium	1	Nashville	Barbeque	2	9356
evening	4	0	long	1	Clearwater	Pizza	2	9357
evening	2	0	medium	1	Clearwater	Breakfast & Brunch	1	9358
evening	0	0	long	1	Metairie	Restaurants	2	9359
night	5	1	medium	1	Boise	Food Delivery Services	2	9360
afternoon	0	0	medium	1	Gulfport	Cocktail Bars	2	9361
afternoon	5	1	long	1	New Port Richey	Restaurants	1	9362
afternoon	0	0	long	1	Tampa	Barbeque	1	9363
night	2	0	long	1	Bristol	Barbeque	2	9364
evening	6	1	long	1	Tampa	Juice Bars & Smoothies	2	9365
night	5	1	long	1	New Orleans	Barbeque	2	9366
night	5	1	long	1	University City	Restaurants	2	9367
afternoon	6	1	long	1	Langhorne	Restaurants	2	9368
afternoon	3	0	long	1	Tampa	Wine Bars	2	9369
afternoon	5	1	long	1	Maplewood	Cafes	1	9370
night	3	0	medium	1	Tampa	Pizza	2	9371
night	0	0	long	1	Tampa	Barbeque	2	9372
evening	4	0	long	1	Santa Barbara	Food	2	9373
night	6	1	medium	1	Springfield	Bars	2	9374
night	1	0	short	1	Tampa	Bars	2	9375
morning	1	0	long	1	Saint Petersburg	Restaurants	3	9376
evening	4	0	long	1	Philadelphia	Food Trucks	1	9377
afternoon	1	0	long	1	Boise	Restaurants	1	9378
evening	1	0	long	1	Saint Petersburg	Restaurants	1	9379
night	4	0	long	1	Brandon	Sushi Bars	2	9380
night	3	0	long	1	Tampa	Live/Raw Food	2	9381
evening	2	0	short	1	Saint Louis	Pizza	2	9382
afternoon	5	1	medium	1	Santa Barbara	Restaurants	1	9383
afternoon	5	1	medium	1	Carpinteria	Specialty Food	2	9384
night	5	1	medium	1	O Fallon	Restaurants	2	9385
afternoon	2	0	long	1	New Orleans	Bartenders	2	9386
morning	0	0	medium	1	Kenner	Bars	2	9387
evening	3	0	long	1	Tucson	Burgers	1	9388
afternoon	6	1	medium	1	Nashville	Cocktail Bars	2	9389
night	2	0	long	1	Goleta	Juice Bars & Smoothies	1	9390
night	1	0	long	1	Philadelphia	Food Delivery Services	2	9391
evening	3	0	medium	1	Tucson	Sports Bars	2	9392
afternoon	0	0	long	1	Boise	Food	3	9393
night	2	0	long	1	Tampa Bay	Barbeque	2	9394
morning	2	0	long	1	Philadelphia	Pizza	1	9395
afternoon	0	0	long	1	Montgomeryville	Restaurants	1	9396
afternoon	5	1	long	1	Santa Barbara	Sushi Bars	2	9397
afternoon	5	1	long	1	New Orleans	Cocktail Bars	3	9398
afternoon	6	1	long	1	Nashville	Specialty Food	2	9399
night	3	0	long	1	Tampa	Restaurants	1	9400
afternoon	3	0	medium	1	Harleysville	Coffee & Tea	1	9401
afternoon	5	1	long	1	Tucson	Food	1	9402
night	0	0	long	1	Goleta	Burgers	1	9403
night	3	0	long	1	Goleta	Sushi Bars	2	9404
afternoon	0	0	medium	1	Tampa	Restaurants	2	9405
morning	2	0	long	1	Tampa	Restaurants	1	9406
evening	3	0	long	1	Tampa	Food	1	9407
evening	3	0	long	1	Tucson	Food	2	9408
afternoon	4	0	long	1	Nashville	Comfort Food	2	9409
evening	3	0	short	1	Philadelphia	Restaurants	2	9410
afternoon	4	0	long	1	Nashville	Soul Food	2	9411
evening	5	1	long	1	Nashville	Food Trucks	1	9412
night	2	0	long	1	Franklin	Food	1	9413
evening	5	1	long	1	Indianapolis	Restaurants	3	9414
night	6	1	long	1	Isla Vista	Beer Bar	2	9415
morning	5	1	long	1	Ardmore	Pizza	2	9416
evening	4	0	medium	1	Santa Barbara	Sushi Bars	2	9417
afternoon	3	0	medium	1	Bensalem	Food	2	9418
night	5	1	long	1	Santa Barbara	Sushi Bars	2	9419
night	1	0	medium	1	Tampa	Pizza	2	9420
evening	1	0	long	1	Willow Grove	Restaurants	1	9421
afternoon	5	1	medium	1	Saint Louis	Bars	1	9422
afternoon	5	1	medium	1	Clearwater	Restaurants	2	9423
evening	5	1	medium	1	Jenkintown	Restaurants	2	9424
night	6	1	long	1	Santa Barbara	Food Stands	1	9425
morning	0	0	long	1	Chalfont	Pizza	2	9426
afternoon	2	0	long	1	New Orleans	Cafes	2	9427
evening	2	0	long	1	Carmel	Food	3	9428
afternoon	6	1	long	0	Kimberton	Breakfast & Brunch	3	9429
afternoon	4	0	medium	0	Tampa	Restaurants	2	9430
night	5	1	long	0	Indianapolis	Restaurants	2	9431
night	2	0	long	1	Saint Louis	Burgers	2	9432
afternoon	5	1	long	1	Bensalem	Restaurants	1	9433
evening	1	0	short	1	Saint Charles	Food	2	9434
evening	3	0	medium	1	Tucson	Breakfast & Brunch	2	9435
afternoon	0	0	medium	1	Bensalem	Restaurants	1	9436
afternoon	0	0	medium	1	Bristol	Bars	2	9437
evening	0	0	medium	1	Tucson	Food	1	9438
night	4	0	long	1	Boise	Bars	2	9439
afternoon	3	0	long	1	Brandon	Restaurants	2	9440
night	0	0	long	1	New Orleans	Coffee & Tea	1	9441
evening	1	0	long	1	St. Louis	Restaurants	3	9442
afternoon	4	0	medium	1	Media	Restaurants	1	9443
afternoon	0	0	long	1	Reno	Breakfast & Brunch	1	9444
afternoon	1	0	long	1	Broomall	Restaurants	2	9445
morning	0	0	short	1	Palm Harbor	Cafes	2	9446
evening	1	0	short	0	Clayton	Restaurants	2	9447
evening	0	0	medium	1	Reno	Bars	2	9448
night	1	0	medium	1	New Orleans	Coffee & Tea	2	9449
night	1	0	medium	1	Plymouth Meeting	Restaurants	2	9450
night	0	0	long	1	New Orleans	Bars	3	9451
evening	3	0	long	1	Frontenac	Food	3	9452
afternoon	6	1	long	1	Saint Petersburg	Whiskey Bars	2	9453
evening	6	1	long	1	Audubon 	Food	2	9454
night	1	0	medium	1	Saint Petersburg	Coffee & Tea	1	9455
morning	0	0	long	1	Tampa	Food	3	9456
night	1	0	medium	0	Hatfield	Bars	2	9457
afternoon	0	0	short	0	Ambler	Restaurants	1	9458
afternoon	2	0	long	1	Tucson	Cafes	2	9459
evening	5	1	long	1	Tampa	Food Trucks	2	9460
afternoon	1	0	long	1	Metairie	Specialty Food	2	9461
afternoon	2	0	medium	1	Tampa	Restaurants	1	9462
morning	1	0	medium	1	Reno	Dive Bars	1	9463
evening	2	0	long	1	Lansdale	Restaurants	2	9464
morning	0	0	long	1	Goleta	Restaurants	2	9465
evening	4	0	long	1	Cherry Hill	Breakfast & Brunch	2	9466
night	2	0	long	1	Edmonton	Bars	1	9467
night	0	0	long	1	Metairie	Restaurants	3	9468
morning	6	1	long	1	Tucson	Fast Food	1	9469
afternoon	5	1	long	1	Santa Barbara	Food	2	9470
afternoon	1	0	medium	1	Boise	Restaurants	1	9471
night	1	0	long	1	Santa Barbara	Food Stands	1	9472
evening	2	0	long	1	Boise	Food	1	9473
afternoon	5	1	long	1	Philadelphia	Coffee & Tea	1	9474
morning	3	0	medium	1	Philadelphia	Restaurants	1	9475
evening	6	1	long	1	New Orleans	Burgers	2	9476
afternoon	3	0	long	1	Tucson	Breakfast & Brunch	2	9477
night	0	0	long	1	Sparks	Restaurants	1	9478
night	1	0	short	1	Deptford	Specialty Food	1	9479
evening	6	1	medium	1	Indianapolis	Restaurants	1	9480
night	6	1	long	1	Media	Restaurants	2	9481
evening	2	0	long	1	Marrero	Food	2	9482
afternoon	1	0	medium	1	Tucson	Bars	2	9483
night	6	1	long	0	Collingswood	Food	3	9484
morning	2	0	medium	1	Saint Louis	Food	1	9485
evening	4	0	long	1	Safety Harbor	Food	1	9486
